[2026-05-17T11:11:31.938Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T11:11:31.939Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T11:11:31.951Z] Loaded .env.production
[2026-05-20T20:35:03.413Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-20T20:35:03.426Z] Loaded .env.production
[2026-05-20T20:35:03.426Z] DATABASE_URL set: true
[2026-05-20T20:35:03.426Z] NEXTAUTH_URL: https://morsall.com
[2026-05-20T20:35:03.426Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T20:35:03.857Z] Current logo in DB: /logo.png
[2026-05-20T20:35:03.981Z] Server running on port 3000
[2026-05-20T20:35:03.981Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T21:30:50.909Z] === MORSALL SERVER v2 STARTING ===
[2026-05-20T21:30:50.910Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-20T21:30:50.923Z] Loaded .env.production
[2026-05-20T21:30:50.923Z] DATABASE_URL set: true
[2026-05-20T21:30:50.923Z] NEXTAUTH_URL: https://morsall.com
[2026-05-20T21:30:50.923Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T21:30:51.300Z] Current logo in DB: /logo.png
[2026-05-20T21:30:51.422Z] Server running on port 3000
[2026-05-20T21:30:51.422Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T21:56:34.108Z] === MORSALL SERVER v2 STARTING ===
[2026-05-20T21:56:34.109Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-20T21:56:34.121Z] Loaded .env.production
[2026-05-20T21:56:34.121Z] DATABASE_URL set: true
[2026-05-20T21:56:34.121Z] NEXTAUTH_URL: https://morsall.com
[2026-05-20T21:56:34.121Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T21:56:34.496Z] Current logo in DB: /logo.png
[2026-05-20T21:56:34.622Z] Server running on port 3000
[2026-05-20T21:56:34.622Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T22:36:13.694Z] === MORSALL SERVER v2 STARTING ===
[2026-05-20T22:36:13.695Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-20T22:36:13.707Z] Loaded .env.production
[2026-05-20T22:36:13.707Z] DATABASE_URL set: true
[2026-05-20T22:36:13.707Z] NEXTAUTH_URL: https://morsall.com
[2026-05-20T22:36:13.708Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T22:36:14.086Z] Current logo in DB: /logo.png
[2026-05-20T22:36:14.208Z] Server running on port 3000
[2026-05-20T22:36:14.208Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T23:16:55.405Z] === MORSALL SERVER v2 STARTING ===
[2026-05-20T23:16:55.406Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-20T23:16:55.417Z] Loaded .env.production
[2026-05-20T23:16:55.417Z] DATABASE_URL set: true
[2026-05-20T23:16:55.417Z] NEXTAUTH_URL: https://morsall.com
[2026-05-20T23:16:55.417Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T23:16:55.795Z] Current logo in DB: /logo.png
[2026-05-20T23:16:55.920Z] Server running on port 3000
[2026-05-20T23:16:55.920Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T23:43:56.533Z] === MORSALL SERVER v2 STARTING ===
[2026-05-20T23:43:56.534Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-20T23:43:56.546Z] Loaded .env.production
[2026-05-20T23:43:56.546Z] DATABASE_URL set: true
[2026-05-20T23:43:56.546Z] NEXTAUTH_URL: https://morsall.com
[2026-05-20T23:43:56.546Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-20T23:43:56.923Z] Current logo in DB: /logo.png
[2026-05-20T23:43:57.046Z] Server running on port 3000
[2026-05-20T23:43:57.046Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T00:41:29.018Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T00:41:29.020Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T00:41:29.034Z] Loaded .env.production
[2026-05-21T00:41:29.034Z] DATABASE_URL set: true
[2026-05-21T00:41:29.034Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T00:41:29.034Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T00:41:29.411Z] Current logo in DB: /logo.png
[2026-05-21T00:41:29.534Z] Server running on port 3000
[2026-05-21T00:41:29.535Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T00:44:51.083Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T00:44:51.084Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T00:44:51.097Z] Loaded .env.production
[2026-05-21T00:44:51.097Z] DATABASE_URL set: true
[2026-05-21T00:44:51.097Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T00:44:51.097Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T00:44:51.483Z] Current logo in DB: /logo.png
[2026-05-21T00:44:51.611Z] Server running on port 3000
[2026-05-21T00:44:51.611Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T02:00:10.733Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T02:00:10.734Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T02:00:10.746Z] Loaded .env.production
[2026-05-21T02:00:10.746Z] DATABASE_URL set: true
[2026-05-21T02:00:10.746Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T02:00:10.746Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T02:00:11.129Z] Current logo in DB: /logo.png
[2026-05-21T02:00:11.260Z] Server running on port 3000
[2026-05-21T02:00:11.260Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T02:24:59.711Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T02:24:59.712Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T02:24:59.724Z] Loaded .env.production
[2026-05-21T02:24:59.724Z] DATABASE_URL set: true
[2026-05-21T02:24:59.724Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T02:24:59.724Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T02:25:00.108Z] Current logo in DB: /logo.png
[2026-05-21T02:25:00.232Z] Server running on port 3000
[2026-05-21T02:25:00.232Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T03:02:04.023Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T03:02:04.024Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T03:02:04.035Z] Loaded .env.production
[2026-05-21T03:02:04.035Z] DATABASE_URL set: true
[2026-05-21T03:02:04.035Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T03:02:04.036Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T03:02:04.415Z] Current logo in DB: /logo.png
[2026-05-21T03:02:04.545Z] Server running on port 3000
[2026-05-21T03:02:04.545Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T04:08:25.934Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T04:08:25.935Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T04:08:25.946Z] Loaded .env.production
[2026-05-21T04:08:25.946Z] DATABASE_URL set: true
[2026-05-21T04:08:25.946Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T04:08:25.946Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T04:08:26.318Z] Current logo in DB: /logo.png
[2026-05-21T04:08:26.441Z] Server running on port 3000
[2026-05-21T04:08:26.441Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T04:14:29.841Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T04:14:29.842Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T04:14:29.854Z] Loaded .env.production
[2026-05-21T04:14:29.854Z] DATABASE_URL set: true
[2026-05-21T04:14:29.854Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T04:14:29.854Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T04:14:30.241Z] Current logo in DB: /logo.png
[2026-05-21T04:14:30.368Z] Server running on port 3000
[2026-05-21T04:14:30.368Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T05:36:49.167Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T05:36:49.168Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T05:36:49.179Z] Loaded .env.production
[2026-05-21T05:36:49.179Z] DATABASE_URL set: true
[2026-05-21T05:36:49.179Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T05:36:49.179Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T05:36:49.554Z] Current logo in DB: /logo.png
[2026-05-21T05:36:49.676Z] Server running on port 3000
[2026-05-21T05:36:49.676Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T06:31:47.113Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T06:31:47.114Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T06:31:47.126Z] Loaded .env.production
[2026-05-21T06:31:47.126Z] DATABASE_URL set: true
[2026-05-21T06:31:47.126Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T06:31:47.126Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T06:31:47.515Z] Current logo in DB: /logo.png
[2026-05-21T06:31:47.643Z] Server running on port 3000
[2026-05-21T06:31:47.643Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T06:55:07.938Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T06:55:07.939Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T06:55:07.951Z] Loaded .env.production
[2026-05-21T06:55:07.951Z] DATABASE_URL set: true
[2026-05-21T06:55:07.951Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T06:55:07.951Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T06:55:08.332Z] Current logo in DB: /logo.png
[2026-05-21T06:55:08.461Z] Server running on port 3000
[2026-05-21T06:55:08.461Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T07:58:46.528Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T07:58:46.529Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T07:58:46.541Z] Loaded .env.production
[2026-05-21T07:58:46.541Z] DATABASE_URL set: true
[2026-05-21T07:58:46.541Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T07:58:46.541Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T07:58:46.934Z] Current logo in DB: /logo.png
[2026-05-21T07:58:47.055Z] Server running on port 3000
[2026-05-21T07:58:47.055Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T08:06:05.295Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T08:06:05.297Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T08:06:05.309Z] Loaded .env.production
[2026-05-21T08:06:05.309Z] DATABASE_URL set: true
[2026-05-21T08:06:05.309Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T08:06:05.309Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T08:06:05.718Z] Current logo in DB: /logo.png
[2026-05-21T08:06:05.854Z] Server running on port 3000
[2026-05-21T08:06:05.854Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T09:01:38.146Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T09:01:38.147Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T09:01:38.159Z] Loaded .env.production
[2026-05-21T09:01:38.159Z] DATABASE_URL set: true
[2026-05-21T09:01:38.159Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T09:01:38.159Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T09:01:38.541Z] Current logo in DB: /logo.png
[2026-05-21T09:01:38.664Z] Server running on port 3000
[2026-05-21T09:01:38.664Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T09:28:56.608Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T09:28:56.609Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T09:28:56.621Z] Loaded .env.production
[2026-05-21T09:28:56.621Z] DATABASE_URL set: true
[2026-05-21T09:28:56.621Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T09:28:56.621Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T09:28:56.999Z] Current logo in DB: /logo.png
[2026-05-21T09:28:57.128Z] Server running on port 3000
[2026-05-21T09:28:57.128Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T10:17:06.782Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T10:17:06.783Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T10:17:06.796Z] Loaded .env.production
[2026-05-21T10:17:06.796Z] DATABASE_URL set: true
[2026-05-21T10:17:06.796Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T10:17:06.796Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T10:17:07.187Z] Current logo in DB: /logo.png
[2026-05-21T10:17:07.318Z] Server running on port 3000
[2026-05-21T10:17:07.318Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T10:31:23.328Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T10:31:23.329Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T10:31:23.340Z] Loaded .env.production
[2026-05-21T10:31:23.340Z] DATABASE_URL set: true
[2026-05-21T10:31:23.340Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T10:31:23.340Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T10:31:23.740Z] Current logo in DB: /logo.png
[2026-05-21T10:31:23.863Z] Server running on port 3000
[2026-05-21T10:31:23.863Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T11:32:06.045Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T11:32:06.046Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T11:32:06.058Z] Loaded .env.production
[2026-05-21T11:32:06.058Z] DATABASE_URL set: true
[2026-05-21T11:32:06.058Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T11:32:06.059Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T11:32:06.459Z] Current logo in DB: /logo.png
[2026-05-21T11:32:06.586Z] Server running on port 3000
[2026-05-21T11:32:06.586Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T12:35:33.664Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T12:35:33.665Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T12:35:33.676Z] Loaded .env.production
[2026-05-21T12:35:33.676Z] DATABASE_URL set: true
[2026-05-21T12:35:33.676Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T12:35:33.677Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T12:35:34.106Z] Current logo in DB: /logo.png
[2026-05-21T12:35:34.235Z] Server running on port 3000
[2026-05-21T12:35:34.235Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T12:53:16.589Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T12:53:16.590Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T12:53:16.604Z] Loaded .env.production
[2026-05-21T12:53:16.604Z] DATABASE_URL set: true
[2026-05-21T12:53:16.604Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T12:53:16.605Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T12:53:17.004Z] Current logo in DB: /logo.png
[2026-05-21T12:53:17.138Z] Server running on port 3000
[2026-05-21T12:53:17.138Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T13:48:19.083Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T13:48:19.085Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T13:48:19.101Z] Loaded .env.production
[2026-05-21T13:48:19.101Z] DATABASE_URL set: true
[2026-05-21T13:48:19.101Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T13:48:19.101Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T13:48:19.546Z] Current logo in DB: /logo.png
[2026-05-21T13:48:19.688Z] Server running on port 3000
[2026-05-21T13:48:19.688Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T14:13:17.950Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T14:13:17.951Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T14:13:17.962Z] Loaded .env.production
[2026-05-21T14:13:17.962Z] DATABASE_URL set: true
[2026-05-21T14:13:17.962Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T14:13:17.962Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T14:13:18.352Z] Current logo in DB: /logo.png
[2026-05-21T14:13:18.477Z] Server running on port 3000
[2026-05-21T14:13:18.477Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T15:29:51.181Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T15:29:51.182Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T15:29:51.194Z] Loaded .env.production
[2026-05-21T15:29:51.194Z] DATABASE_URL set: true
[2026-05-21T15:29:51.194Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T15:29:51.195Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T15:29:51.719Z] Server running on port 3000
[2026-05-21T15:29:51.720Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T15:29:52.238Z] Current logo in DB: /logo.png
[2026-05-21T15:45:07.883Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T15:45:07.884Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T15:45:07.898Z] Loaded .env.production
[2026-05-21T15:45:07.899Z] DATABASE_URL set: true
[2026-05-21T15:45:07.899Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T15:45:07.899Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T15:45:08.290Z] Current logo in DB: /logo.png
[2026-05-21T15:45:08.424Z] Server running on port 3000
[2026-05-21T15:45:08.424Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T16:56:09.274Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T16:56:09.275Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T16:56:09.286Z] Loaded .env.production
[2026-05-21T16:56:09.286Z] DATABASE_URL set: true
[2026-05-21T16:56:09.286Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T16:56:09.286Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T16:56:09.720Z] Current logo in DB: /logo.png
[2026-05-21T16:56:09.861Z] Server running on port 3000
[2026-05-21T16:56:09.862Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T17:15:35.216Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T17:15:35.217Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T17:15:35.230Z] Loaded .env.production
[2026-05-21T17:15:35.230Z] DATABASE_URL set: true
[2026-05-21T17:15:35.230Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T17:15:35.230Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T17:15:35.638Z] Current logo in DB: /logo.png
[2026-05-21T17:15:35.764Z] Server running on port 3000
[2026-05-21T17:15:35.764Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T18:12:05.057Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T18:12:05.058Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T18:12:05.070Z] Loaded .env.production
[2026-05-21T18:12:05.070Z] DATABASE_URL set: true
[2026-05-21T18:12:05.070Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T18:12:05.070Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T18:12:05.460Z] Current logo in DB: /logo.png
[2026-05-21T18:12:05.598Z] Server running on port 3000
[2026-05-21T18:12:05.598Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T18:38:17.817Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T18:38:17.819Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T18:38:17.830Z] Loaded .env.production
[2026-05-21T18:38:17.830Z] DATABASE_URL set: true
[2026-05-21T18:38:17.830Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T18:38:17.830Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T18:38:18.225Z] Current logo in DB: /logo.png
[2026-05-21T18:38:18.350Z] Server running on port 3000
[2026-05-21T18:38:18.350Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T19:19:10.370Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T19:19:10.371Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T19:19:10.383Z] Loaded .env.production
[2026-05-21T19:19:10.383Z] DATABASE_URL set: true
[2026-05-21T19:19:10.383Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T19:19:10.383Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T19:19:10.789Z] Current logo in DB: /logo.png
[2026-05-21T19:19:10.919Z] Server running on port 3000
[2026-05-21T19:19:10.919Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T20:13:52.625Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T20:13:52.626Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T20:13:52.638Z] Loaded .env.production
[2026-05-21T20:13:52.638Z] DATABASE_URL set: true
[2026-05-21T20:13:52.638Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T20:13:52.638Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T20:13:53.019Z] Current logo in DB: /logo.png
[2026-05-21T20:13:53.142Z] Server running on port 3000
[2026-05-21T20:13:53.142Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T20:33:02.722Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T20:33:02.724Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T20:33:02.736Z] Loaded .env.production
[2026-05-21T20:33:02.736Z] DATABASE_URL set: true
[2026-05-21T20:33:02.736Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T20:33:02.736Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T20:33:03.123Z] Current logo in DB: /logo.png
[2026-05-21T20:33:03.254Z] Server running on port 3000
[2026-05-21T20:33:03.254Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T21:16:04.367Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T21:16:04.368Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T21:16:04.379Z] Loaded .env.production
[2026-05-21T21:16:04.379Z] DATABASE_URL set: true
[2026-05-21T21:16:04.379Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T21:16:04.379Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T21:16:04.796Z] Current logo in DB: /logo.png
[2026-05-21T21:16:04.933Z] Server running on port 3000
[2026-05-21T21:16:04.933Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T22:47:54.040Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T22:47:54.041Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T22:47:54.053Z] Loaded .env.production
[2026-05-21T22:47:54.053Z] DATABASE_URL set: true
[2026-05-21T22:47:54.053Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T22:47:54.053Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T22:47:54.453Z] Current logo in DB: /logo.png
[2026-05-21T22:47:54.585Z] Server running on port 3000
[2026-05-21T22:47:54.585Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T23:28:12.966Z] === MORSALL SERVER v2 STARTING ===
[2026-05-21T23:28:12.967Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-21T23:28:12.978Z] Loaded .env.production
[2026-05-21T23:28:12.978Z] DATABASE_URL set: true
[2026-05-21T23:28:12.978Z] NEXTAUTH_URL: https://morsall.com
[2026-05-21T23:28:12.978Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-21T23:28:13.383Z] Current logo in DB: /logo.png
[2026-05-21T23:28:13.522Z] Server running on port 3000
[2026-05-21T23:28:13.522Z] Uploads served from: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-22T00:34:49.416Z] === MORSALL SERVER v2 STARTING ===
[2026-05-22T00:34:49.417Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-22T00:34:49.428Z] Loaded .env.production
[2026-05-22T00:34:49.428Z] DATABASE_URL set: true
[2026-05-22T00:34:49.428Z] NEXTAUTH_URL: https://morsall.com
[2026-05-22T00:34:49.428Z] UPLOAD_DIR: /home/u754458241/domains/morsall.com/public_html/uploads
[2026-05-22T00:34:49.818Z] Current logo in DB: /logo.png
[2026-05-22T00:34:49.954Z] Server running on port 3000
